sl no,work,status,year,garam,work type,Total
,(1504009014/RC/93393042892043549),,,,,
1555,_______ __________ ______ _____ _______ ________,Completed,2017-2018,Gram Panchayat,Rural Connectivity,2.43472
,(1504009014/RC/93393042892043697),,,,,
1556,______ _____ _____ ________ _______ ______ __________ ________ __.__._____ _______,physical complete,2017-2018,Gram Panchayat,Rural Connectivity,4.34892
,(1504009014/RC/93393042892049149),,,,,
1557,______ __________ _______ _________ ___ _______ ________ ______ ___ _______ __.__ _____ _______,Completed,2017-2018,Gram Panchayat,Rural Connectivity,4.44735
,(1504009014/RC/93393042892049605),,,,,
1558,________ __________ ____________ _______ __________ ______ _____ _______,Approved,2017-2018,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892049621),,,,,
1559,______ __________ ___________ ________ ______ _______ ___ _______ __.__._____ _______,physical complete,2017-2018,Gram Panchayat,Rural Connectivity,2.88584
,(1504009014/RC/93393042892146603),,,,,
1560,______ ____ _______ ___________ ______ _____ _______,On Going,2017-2018,Gram Panchayat,Rural Connectivity,0.31152
,(1504009014/RC/93393042892154624),,,,,
1561,_________ ______ ____ _________ ______ ________ ___ ________ __.__ _____ _______,Completed,2018-2019,Gram Panchayat,Rural Connectivity,4.20417
,(1504009014/RC/93393042892209577),,,,,
1562,_______ ______ __________ _______ _____ ___ _______ _____ ______ _____ _________,On Going,2018-2019,Gram Panchayat,Rural Connectivity,0.80696
,(1504009014/RC/93393042892211017),,,,,
1563,______ ______ ____ _____ ____ ________ ______ ___ __________ ______ _____ _________,On Going,2018-2019,Gram Panchayat,Rural Connectivity,1.97726
,(1504009014/RC/93393042892214628),,,,,
1564,______ ______ ______ ________ ______ ______ _____ ______ _____ _________,On Going,2018-2019,Gram Panchayat,Rural Connectivity,1.50645
,(1504009014/RC/93393042892214632),,,,,
1565,______ ______ ___ ________ _______ __________ ______ _____ _________,On Going,2018-2019,Gram Panchayat,Rural Connectivity,1.48155
,(1504009014/RC/93393042892214742),,,,,
1566,______ ______ ______ __ ____________ _______ ______ _ ________ ___ ________ __ __ _____ _______,Completed,2018-2019,Gram Panchayat,Rural Connectivity,1.6593
,(1504009014/RC/93393042892214743),,,,,
1567,______ ______ _______ ____ ___ _______ _______ __________ __ __ _____ _______,physical complete,2018-2019,Gram Panchayat,Rural Connectivity,1.04811
,(1504009014/RC/93393042892214889),,,,,
1568,______ ______ _______ __ _______ ___ ________ ______ _______ ___ _________ _____ _________,On Going,2018-2019,Gram Panchayat,Rural Connectivity,3.03053
,(1504009014/RC/93393042892215451),,,,,
1569,________ ______ _____ _________ ________ _____ __ __ _____ _______,Approved,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892218520),,,,,
1570,_______ ______ ______ _____ _____ ____ _______ ______ ____ _________ ________,Approved,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892218522),,,,,
1571,________ ______ _____ _________ _____________ __ __ _____ _______,On Going,2019-2020,Gram Panchayat,Rural Connectivity,0.98355
,(1504009014/RC/93393042892219974),,,,,
1572,______ ______ ______ _ _______ ___ _______ ______ ______ ___ _________ __ __ _____ _______,On Going,2019-2020,Gram Panchayat,Rural Connectivity,0.78206
,(1504009014/RC/93393042892220932),,,,,
1573,______ ______ _______ _ ______ ___ _______ _______ __ _______ ___ _________ __ __ _____ _______,On Going,2019-2020,Gram Panchayat,Rural Connectivity,0.7472
,(1504009014/RC/93393042892220933),,,,,
1574,______ ______ _____ ______ ___ _______ _______ __ ______ ___ ________ __ __ _____ _______,On Going,2019-2020,Gram Panchayat,Rural Connectivity,0.83664
,(1504009014/RC/93393042892227722),,,,,
1575,_______ __________ ________ _________ ______ _______ &_____ _____ ______ _____ _______,On Going,2019-2020,Gram Panchayat,Rural Connectivity,0.45318
,(1504009014/RC/93393042892241065),,,,,
1576,_______ ______ ________ _____ ___ _______ ________ ___________ _________ _____ _______,New,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892241066),,,,,
1577,______ ______ _____________ ______ ____ ________ __ __ _____ _______,New,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892241067),,,,,
1578,______ ______ ______ ______ ___ _______ _______ _______ ___ _________ ____ ____ _____ _______,On Going,2019-2020,Gram Panchayat,Rural Connectivity,1.0458
,(1504009014/RC/93393042892241073),,,,,
1579,______ ______ ________ ______ _____ ___ _______ _______ _____ ___ _________ _____ _______,New,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892241074),,,,,
1580,______ ______ ________ ________ ____ __________ _______ _____ _______,New,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892241075),,,,,
1581,_______ _________ ________ ________ _____ _______,New,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892241076),,,,,
1582,_______ __________ ______ ___________ ______ _____ _______,New,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892241077),,,,,
1583,_______ ______ ____ ________ ____ _____ _________ ________ _______ __________ _____ _______,On Going,2019-2020,Gram Panchayat,Rural Connectivity,1.11552
,(1504009014/RC/93393042892241078),,,,,
1584,_______ ______ ____ _________ ______ _____ __ __ _____ _______,New,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892241079),,,,,
1585,______ ______ _______ ____ _________ _______ _______ __ __ _____ _______,Approved,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892241080),,,,,
1586,______ ______ _______ _______ ________ _____ __________ _____ _______,New,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892241081),,,,,
1587,______ ______ ____ _______ 60 ____ __ __ _____ _______,New,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892241082),,,,,
1588,_______ ______ _____ ______ _____ _________ ____ __ ____ ___ ____ _____ ______ _____ _______,On Going,2019-2020,Gram Panchayat,Rural Connectivity,0.90636
,(1504009014/RC/93393042892243499),,,,,
1589,_______ ______ ________ ____ ________ ___________ _________ _____ _______,Approved,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892243500),,,,,
1590,_______ ______ ___________ _______ _____ _________ ______ _____ _______,New,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892243501),,,,,
1591,_______ ______ ____ _________ ______ _____ __ __ _____ _______,On Going,2019-2020,Gram Panchayat,Rural Connectivity,0.686
,(1504009014/RC/93393042892246234),,,,,
1592,_______ ______ ________ _____ ___ _______ ________ ___________ _________ _____ _______,On Going,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892246312),,,,,
1593,_______ __________ ________ _________ ______ _______ _____ _____ _____ ______ _____ _______,New,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892247304),,,,,
1594,______ ______ _______ _______ ____ ____ _____ __________ _____ _______,On Going,2019-2020,Gram Panchayat,Rural Connectivity,0.74375
,(1504009014/RC/93393042892247636),,,,,
1595,______ ______ ____ _______ 60 ____ __ __ _____ _______,New,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892253213),,,,,
1596,_______ __________ _______ _____ ___ ________ ________ _____ ___ __________ ______ _____ _______,On Going,2019-2020,Gram Panchayat,Rural Connectivity,1.155
,(1504009014/RC/93393042892254576),,,,,
1597,_______ ______ ____ ________ _______ _____ ____ _____ _____ _______,On Going,2019-2020,Gram Panchayat,Rural Connectivity,0.385
,(1504009014/RC/93393042892254700),,,,,
1598,________ ______ _____ _________ ______ ______ _________ ______ _____ _______,On Going,2019-2020,Gram Panchayat,Rural Connectivity,0.847
,(1504009014/RC/93393042892254808),,,,,
1599,________ ______ _______ _______ _______ ________ ____ ___ _________ ______ _____ _______,New,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892254809),,,,,
1600,________ _________ ____ ____ ____ __________ ______ _____ _______,Approved,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892255130),,,,,
1601,______ ______ _______ _________ __________ ______ _____ _________,Approved,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892255131),,,,,
1602,______ ______ _______ _________ _____ __________ ______ _____ _________,New,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892255132),,,,,
1603,______ ______ ______ _ ____________ ___ _______ _______ _______ ___ _________ ______ _____ _______,New,2019-2020,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892255133),,,,,
1604,_______ ______ ________ ____ ________ ___________ __________ _____ _______,On Going,2020-2021,Gram Panchayat,Rural Connectivity,1.1935
,(1504009014/RC/93393042892255437),,,,,
1605,_______ ______ ___________ _______ _____ _________ ______ _____ _______,On Going,2020-2021,Gram Panchayat,Rural Connectivity,1.1935
,(1504009014/RC/93393042892255438),,,,,
1606,______ ______ _______ ____ _________ _______ _______ __ __ _____ _______,Approved,2020-2021,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892256807),,,,,
1607,______ ______ _____________ ______ ____ ________ __ __ _____ _______,Approved,2020-2021,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892256808),,,,,
1608,______ ______ ____ _______ 60 ____ __ __ _____ _______,New,2020-2021,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892257934),,,,,
1609,______ ______ ______ _ ____________ ___ _______ _______ _______ ___ _________ ______ _____ _______,New,2020-2021,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892257935),,,,,
1610,_______ ______ _____ _____ ________ __________ __ __ _____ _______,New,2020-2021,Gram Panchayat,Rural Connectivity,0
,(1504009014/RC/93393042892267572),,,,,
1611,______ ______ _________ _________ _____ _____ ____,Completed,2011-2012,Gram Panchayat,Rural Connectivity,0.975
,(1504009014/RC/992248660876),,,,,
1612,________ _________ _____ ______ _____ _______.,Completed,2011-2012,Gram Panchayat,Rural Connectivity,0.97218
,(1504009014/RC/992248660881),,,,,
1613,_______ ______ _____ ______ _____ _______.,Completed,2011-2012,Gram Panchayat,Rural Connectivity,0.91384
,(1504009014/RC/992248660882),,,,,
1614,_______ ______ ________ _______ ___ ____ _____ ___,Completed,2011-2012,Gram Panchayat,Rural Connectivity,0.684
,(1504009014/RC/992248676759),,,,,
1615,_______ ______ ________ _______ ___ ____ _____ ___,Completed,2011-2012,Gram Panchayat,Rural Connectivity,1.2
,(1504009014/RC/992248676760),,,,,
1616,______ _________ _____ _____ _______.,Completed,2011-2012,Gram Panchayat,Rural Connectivity,1.98274
,(1504009014/RC/992248677254),,,,,
1617,__._.__._.________ _______ ________ _________ ____,Completed,2010-2011,Gram Panchayat,Rural Connectivity,0.567
,(1504009014/RC/99462183),,,,,
1618,_______ ______ ______ _______ _____ ___ ________ ______ _______.,Completed,2013-2014,Gram Panchayat,Rural Sanitation,0.04393
,(1504009014/RS/112891),,,,,
1619,_______ ______ ______ _______ ____ ___ ________ ______ _______.,Completed,2013-2014,Gram Panchayat,Rural Sanitation,0.04393
,(1504009014/RS/115187),,,,,
1620,______ ______ _____ _______ ____________ ___ ________ ______ _______.,Completed,2013-2014,Gram Panchayat,Rural Sanitation,0.04393
,(1504009014/RS/117079),,,,,
1621,______ ______ ______ _______ ___________ ___ ________ ______ _______.,Completed,2013-2014,Gram Panchayat,Rural Sanitation,0.04393
,(1504009014/RS/117081),,,,,
1622,_______ ______ ______ _______ ___________ ___ ____,Completed,2013-2014,Gram Panchayat,Rural Sanitation,0.04393
,(1504009014/RS/117084),,,,,
1623,_______ ______ _________ _____ ____ ___ ________ _,Completed,2013-2014,Gram Panchayat,Rural Sanitation,0.04393
,(1504009014/RS/117085),,,,,
1624,_______ ______ _______ ______ ______ ___ ________,Completed,2013-2014,Gram Panchayat,Rural Sanitation,0.04393
,(1504009014/RS/117086),,,,,
1625,_______ ______ ______ ________ _________ ___ ________ ______ _______.,Completed,2013-2014,Gram Panchayat,Rural Sanitation,0.04393
,(1504009014/RS/117087),,,,,
1626,_________ _ _______ ___ ________ ______ _______.,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
,(1504009014/RS/130185),,,,,
1627,_____ _______ ____ ___ ________ ______ _______.,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.03438
,(1504009014/RS/130189),,,,,
1628,_______ _ _______ ___ ________ ______ _______,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
,(1504009014/RS/154051),,,,,
1629,___________ ___________ _____________ ___ ________ ______ _______,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
,(1504009014/RS/154094),,,,,
1630,______ _______ ____ ___ ________ ______ _______,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
,(1504009014/RS/158482),,,,,
1631,______ ______ _______ ___ ________ ______ _______,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
,(1504009014/RS/159281),,,,,
1632,_________ ._____. _____ ___ ________ ______ ______,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
,(1504009014/RS/160097),,,,,
1633,______ .______. __________ ___ ________ ______ ___,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
,(1504009014/RS/160323),,,,,
1634,_______ ______ _______ ________ _____ ____ ____ __,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
,(1504009014/RS/161047),,,,,
1635,_______ ____ _____ ___ ________ ______ _______,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
,(1504009014/RS/161840),,,,,
1636,______ ________ ____ ___ ____ ______ _______,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
,(1504009014/RS/161876),,,,,
1637,______ _____ _____,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
,(1504009014/RS/161943),,,,,
1638,_______ ________ ______ ___ ________ ______ _______,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
,(1504009014/RS/161959),,,,,
1639,______ _______ ______ ___ ___ ______ _______,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
,(1504009014/RS/162013),,,,,
1640,______ _______ ______ ___ __________ _______,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
,(1504009014/RS/162031),,,,,
1641,______ ______ ______ ___ ___ ______ _______,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
,(1504009014/RS/162071),,,,,
1642,_______ _______ ____ ___ ___ ______ _______,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
,(1504009014/RS/162101),,,,,
1643,______ _________ _____ ___ ____ ______ _______,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
,(1504009014/RS/162632),,,,,
1644,_____ ______ ___ ________ ______ _______,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
,(1504009014/RS/162638),,,,,
1645,______ _______ ____ ___ ____ ______ _______,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
,(1504009014/RS/162675),,,,,
1646,_____ _______ ____ ___ ____ ______ _______,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.0191
,(1504009014/RS/162690),,,,,
1647,______ ________ ________ ___ ____ ______ _______,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
,(1504009014/RS/162769),,,,,
1648,_______ _____ ______ ___ ________ ________ ______ _______,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
,(1504009014/RS/162909),,,,,
1649,________ _______ _________ ___ ___ ______ _______,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
,(1504009014/RS/163661),,,,,
1650,_____ ________ ______ ___ ___ ______ _______,Completed,2014-2015,Gram Panchayat,Rural Sanitation,0.05348
